start	strand	target_basepairing_propensity
25700	+	0.1195
25701	+	0.126
25702	+	0.1445
25703	+	0.184
25704	+	0.221
25705	+	0.261
25706	+	0.2965
25707	+	0.32
25708	+	0.327
25709	+	0.336
25710	+	0.337
25711	+	0.3385
25712	+	0.341
25713	+	0.3775
25714	+	0.415
25715	+	0.4515
25716	+	0.486
25717	+	0.521
25718	+	0.5635
25719	+	0.6065
25720	+	0.652
25721	+	0.6555
25722	+	0.659
25723	+	0.6615
25724	+	0.6665
25725	+	0.626
25726	+	0.5895
25727	+	0.57
25728	+	0.5665
25729	+	0.603
25730	+	0.645
25731	+	0.686
25732	+	0.726
25733	+	0.7315
25734	+	0.737
25735	+	0.741
25736	+	0.7445
25737	+	0.745
25738	+	0.737
25739	+	0.7275
25740	+	0.716
25741	+	0.6665
25742	+	0.619
25743	+	0.5725
25744	+	0.5275
25745	+	0.5255
25746	+	0.545
25747	+	0.586
25748	+	0.63
25749	+	0.633
25750	+	0.639
25751	+	0.644
25752	+	0.6255
25753	+	0.5885
25754	+	0.548
25755	+	0.544
25756	+	0.5505
25757	+	0.5585
25758	+	0.53
25759	+	0.533
25760	+	0.5385
25761	+	0.582
25762	+	0.587
25763	+	0.5905
25764	+	0.631
25765	+	0.673
25766	+	0.6945
25767	+	0.69
25768	+	0.6845
25769	+	0.6375
25770	+	0.5885
25771	+	0.5445
25772	+	0.5255
25773	+	0.523
25774	+	0.5215
25775	+	0.5235
25776	+	0.515
25777	+	0.5085
25778	+	0.539
25779	+	0.5385
25780	+	0.497
25781	+	0.4905
25782	+	0.5185
25783	+	0.548
25784	+	0.505
25785	+	0.495
25786	+	0.499
25787	+	0.507
25788	+	0.4795
25789	+	0.478
25790	+	0.478
25791	+	0.4975
25792	+	0.5155
25793	+	0.536
25794	+	0.5585
25795	+	0.5555
25796	+	0.552
25797	+	0.524
25798	+	0.519
25799	+	0.5155
25800	+	0.553
25801	+	0.556
25802	+	0.561
25803	+	0.566
25804	+	0.5655
25805	+	0.5705
25806	+	0.5235
25807	+	0.477
25808	+	0.4645
25809	+	0.4665
25810	+	0.4685
25811	+	0.447
25812	+	0.4255
25813	+	0.403
25814	+	0.3815
25815	+	0.345
25816	+	0.349
25817	+	0.3355
25818	+	0.3395
25819	+	0.343
25820	+	0.3455
25821	+	0.347
25822	+	0.3475
25823	+	0.345
25824	+	0.345
25825	+	0.305
25826	+	0.303
25827	+	0.301
25828	+	0.299
25829	+	0.297
25830	+	0.295
25831	+	0.3265
25832	+	0.359
25833	+	0.3975
25834	+	0.435
25835	+	0.4735
25836	+	0.4365
25837	+	0.4785
25838	+	0.477
25839	+	0.476
25840	+	0.476
25841	+	0.4815
25842	+	0.489
25843	+	0.5
25844	+	0.5485
25845	+	0.597
25846	+	0.597
25847	+	0.597
25848	+	0.597
25849	+	0.597
25850	+	0.597
25851	+	0.608
25852	+	0.618
25853	+	0.623
25854	+	0.6275
25855	+	0.631
25856	+	0.6745
25857	+	0.6785
25858	+	0.685
25859	+	0.6885
25860	+	0.6875
25861	+	0.6815
25862	+	0.6745
25863	+	0.666
25864	+	0.6565
25865	+	0.6135
25866	+	0.6135
25867	+	0.617
25868	+	0.6205
25869	+	0.6295
25870	+	0.638
25871	+	0.602
25872	+	0.5635
25873	+	0.525
25874	+	0.511
25875	+	0.5085
25876	+	0.502
25877	+	0.497
25878	+	0.4895
25879	+	0.487
25880	+	0.4755
25881	+	0.4635
25882	+	0.452
25883	+	0.4555
25884	+	0.4375
25885	+	0.453
25886	+	0.474
25887	+	0.516
25888	+	0.5605
25889	+	0.5845
25890	+	0.618
25891	+	0.6515
25892	+	0.693
25893	+	0.734
25894	+	0.744
25895	+	0.729
25896	+	0.731
25897	+	0.71
25898	+	0.6735
25899	+	0.6315
25900	+	0.611
25901	+	0.592
25902	+	0.5635
25903	+	0.536
25904	+	0.555
25905	+	0.56
25906	+	0.5805
25907	+	0.5765
25908	+	0.57
25909	+	0.58
25910	+	0.581
25911	+	0.582
25912	+	0.552
25913	+	0.5475
25914	+	0.525
25915	+	0.541
25916	+	0.512
25917	+	0.491
25918	+	0.535
25919	+	0.5825
25920	+	0.622
25921	+	0.6615
25922	+	0.7105
25923	+	0.7325
25924	+	0.731
25925	+	0.7435
25926	+	0.7425
25927	+	0.7415
25928	+	0.708
25929	+	0.6715
25930	+	0.638
25931	+	0.643
25932	+	0.6745
25933	+	0.6805
25934	+	0.7075
25935	+	0.716
25936	+	0.751
25937	+	0.795
25938	+	0.795
25939	+	0.793
25940	+	0.789
25941	+	0.7505
25942	+	0.7205
25943	+	0.727
25944	+	0.7075
25945	+	0.697
25946	+	0.658
25947	+	0.6455
25948	+	0.6825
25949	+	0.7215
25950	+	0.7575
25951	+	0.755
25952	+	0.7515
25953	+	0.729
25954	+	0.7095
25955	+	0.6655
25956	+	0.653
25957	+	0.6465
25958	+	0.6465
25959	+	0.645
25960	+	0.642
25961	+	0.6725
25962	+	0.697
25963	+	0.694
25964	+	0.713
25965	+	0.7185
25966	+	0.717
25967	+	0.6925
25968	+	0.689
25969	+	0.69
25970	+	0.6885
25971	+	0.6875
25972	+	0.687
25973	+	0.7065
25974	+	0.7275
25975	+	0.766
25976	+	0.731
25977	+	0.6965
25978	+	0.655
25979	+	0.6155
25980	+	0.576
25981	+	0.5365
25982	+	0.536
25983	+	0.5385
25984	+	0.5425
25985	+	0.551
25986	+	0.593
25987	+	0.631
25988	+	0.63
25989	+	0.6245
25990	+	0.586
25991	+	0.547
25992	+	0.535
25993	+	0.5225
25994	+	0.4825
25995	+	0.4715
25996	+	0.4995
25997	+	0.544
25998	+	0.588
25999	+	0.6325
26000	+	0.6795
26001	+	0.7255
26002	+	0.7085
26003	+	0.6835
26004	+	0.668
26005	+	0.6545
26006	+	0.6335
26007	+	0.642
26008	+	0.635
26009	+	0.6285
26010	+	0.671
26011	+	0.7135
26012	+	0.7285
26013	+	0.7355
26014	+	0.776
26015	+	0.79
26016	+	0.8065
26017	+	0.8055
26018	+	0.7975
26019	+	0.794
26020	+	0.7905
26021	+	0.785
26022	+	0.805
26023	+	0.793
26024	+	0.772
26025	+	0.7495
26026	+	0.73
26027	+	0.6815
26028	+	0.6895
26029	+	0.696
26030	+	0.6935
26031	+	0.691
26032	+	0.6885
26033	+	0.693
26034	+	0.687
26035	+	0.681
26036	+	0.6755
26037	+	0.6705
26038	+	0.6315
26039	+	0.586
26040	+	0.5425
26041	+	0.5365
26042	+	0.5355
26043	+	0.5745
26044	+	0.617
26045	+	0.657
26046	+	0.6995
26047	+	0.7365
26048	+	0.742
26049	+	0.7485
26050	+	0.722
26051	+	0.7185
26052	+	0.6975
26053	+	0.6785
26054	+	0.6655
26055	+	0.6515
26056	+	0.6375
26057	+	0.6225
26058	+	0.6205
26059	+	0.6205
26060	+	0.65
26061	+	0.645
26062	+	0.6305
26063	+	0.616
26064	+	0.6045
26065	+	0.5965
26066	+	0.5915
26067	+	0.5925
26068	+	0.585
26069	+	0.577
26070	+	0.559
26071	+	0.5605
26072	+	0.5805
26073	+	0.5995
26074	+	0.6155
26075	+	0.6315
26076	+	0.606
26077	+	0.5795
26078	+	0.58
26079	+	0.6235
26080	+	0.6365
26081	+	0.6515
26082	+	0.6695
26083	+	0.6875
26084	+	0.6585
26085	+	0.6695
26086	+	0.6785
26087	+	0.687
26088	+	0.6905
26089	+	0.691
26090	+	0.7305
26091	+	0.694
26092	+	0.6555
26093	+	0.6185
26094	+	0.619
26095	+	0.6155
26096	+	0.6505
26097	+	0.687
26098	+	0.718
26099	+	0.704
26100	+	0.6945
26101	+	0.68
26102	+	0.6645
26103	+	0.65
26104	+	0.6765
26105	+	0.6305
26106	+	0.608
26107	+	0.585
26108	+	0.562
26109	+	0.5245
26110	+	0.4885
26111	+	0.4925
26112	+	0.5125
26113	+	0.5315
26114	+	0.5065
26115	+	0.482
26116	+	0.471
26117	+	0.455
26118	+	0.4395
26119	+	0.4365
26120	+	0.4405
26121	+	0.4365
26122	+	0.41
26123	+	0.422
26124	+	0.4355
26125	+	0.4805
26126	+	0.49
26127	+	0.5005
26128	+	0.5165
26129	+	0.545
26130	+	0.5745
26131	+	0.611
26132	+	0.5985
26133	+	0.591
26134	+	0.606
26135	+	0.6245
26136	+	0.6485
26137	+	0.6755
26138	+	0.707
26139	+	0.728
26140	+	0.703
26141	+	0.679
26142	+	0.6715
26143	+	0.6245
26144	+	0.6185
26145	+	0.613
26146	+	0.6235
26147	+	0.6335
26148	+	0.5975
26149	+	0.5665
26150	+	0.5325
26151	+	0.488
26152	+	0.52
26153	+	0.5465
26154	+	0.558
26155	+	0.5685
26156	+	0.5195
26157	+	0.472
26158	+	0.4585
26159	+	0.445
26160	+	0.464
26161	+	0.496
26162	+	0.532
26163	+	0.566
26164	+	0.5275
26165	+	0.488
26166	+	0.4715
26167	+	0.455
26168	+	0.488
26169	+	0.521
26170	+	0.549
26171	+	0.573
26172	+	0.561
26173	+	0.5485
26174	+	0.5355
26175	+	0.5015
26176	+	0.525
26177	+	0.5585
26178	+	0.558
26179	+	0.541
26180	+	0.532
26181	+	0.5225
26182	+	0.5035
26183	+	0.484
26184	+	0.4895
26185	+	0.4865
26186	+	0.493
26187	+	0.5005
26188	+	0.511
26189	+	0.5195
26190	+	0.54
26191	+	0.5625
26192	+	0.5785
26193	+	0.589
26194	+	0.5685
26195	+	0.5725
26196	+	0.5515
26197	+	0.5205
26198	+	0.4915
26199	+	0.475
26200	+	0.4555
26201	+	0.446
26202	+	0.4775
26203	+	0.5115
26204	+	0.539
26205	+	0.5695
26206	+	0.5445
26207	+	0.5185
26208	+	0.524
26209	+	0.5315
26210	+	0.5205
26211	+	0.521
26212	+	0.5125
26213	+	0.511
26214	+	0.542
26215	+	0.5765
26216	+	0.6235
26217	+	0.6705
26218	+	0.708
26219	+	0.753
26220	+	0.754
26221	+	0.739
26222	+	0.695
26223	+	0.651
26224	+	0.6175
26225	+	0.5895
26226	+	0.5835
26227	+	0.5775
26228	+	0.5765
26229	+	0.5735
26230	+	0.582
26231	+	0.578
26232	+	0.5785
26233	+	0.583
26234	+	0.5855
26235	+	0.581
26236	+	0.566
26237	+	0.526
26238	+	0.5205
26239	+	0.5115
26240	+	0.541
26241	+	0.5725
26242	+	0.589
26243	+	0.6205
26244	+	0.654
26245	+	0.6815
26246	+	0.7075
26247	+	0.7475
26248	+	0.744
26249	+	0.7425
26250	+	0.741
26251	+	0.7085
26252	+	0.6845
26253	+	0.685
26254	+	0.6875
26255	+	0.6915
26256	+	0.706
26257	+	0.7455
26258	+	0.758
26259	+	0.77
26260	+	0.7805
26261	+	0.792
26262	+	0.7735
26263	+	0.7485
26264	+	0.7235
26265	+	0.7045
26266	+	0.684
26267	+	0.6485
26268	+	0.604
26269	+	0.5595
26270	+	0.5565
26271	+	0.5875
26272	+	0.615
26273	+	0.613
26274	+	0.61
26275	+	0.606
26276	+	0.601
26277	+	0.5935
26278	+	0.579
26279	+	0.565
26280	+	0.5485
26281	+	0.5325
26282	+	0.559
26283	+	0.579
26284	+	0.599
26285	+	0.619
26286	+	0.6455
26287	+	0.651
26288	+	0.6785
26289	+	0.705
26290	+	0.683
26291	+	0.652
26292	+	0.611
26293	+	0.566
26294	+	0.5505
26295	+	0.54
26296	+	0.534
26297	+	0.5405
26298	+	0.553
26299	+	0.5655
26300	+	0.584
26301	+	0.5605
26302	+	0.5325
26303	+	0.5015
26304	+	0.4705
26305	+	0.4435
26306	+	0.454
26307	+	0.4875
26308	+	0.508
26309	+	0.5305
26310	+	0.556
26311	+	0.5875
26312	+	0.5835
26313	+	0.5835
26314	+	0.555
26315	+	0.566
26316	+	0.573
26317	+	0.574
26318	+	0.576
26319	+	0.579
26320	+	0.5805
26321	+	0.575
26322	+	0.574
26323	+	0.574
26324	+	0.574
26325	+	0.5735
26326	+	0.53
26327	+	0.526
26328	+	0.522
26329	+	0.517
26330	+	0.506
26331	+	0.507
26332	+	0.553
26333	+	0.602
26334	+	0.62
26335	+	0.5775
26336	+	0.5325
26337	+	0.507
26338	+	0.484
26339	+	0.465
26340	+	0.4405
26341	+	0.4485
26342	+	0.4565
26343	+	0.481
26344	+	0.5145
26345	+	0.5415
26346	+	0.5785
26347	+	0.575
26348	+	0.556
26349	+	0.534
26350	+	0.5215
26351	+	0.4845
26352	+	0.4395
26353	+	0.425
26354	+	0.4405
26355	+	0.459
26356	+	0.4975
26357	+	0.5005
26358	+	0.4995
26359	+	0.4745
26360	+	0.455
26361	+	0.464
26362	+	0.4755
26363	+	0.4705
26364	+	0.46
26365	+	0.436
26366	+	0.398
26367	+	0.358
26368	+	0.364
26369	+	0.376
26370	+	0.398
26371	+	0.4015
26372	+	0.4445
26373	+	0.4545
26374	+	0.4645
26375	+	0.478
26376	+	0.4395
26377	+	0.4135
26378	+	0.423
26379	+	0.4585
26380	+	0.495
26381	+	0.5195
26382	+	0.541
26383	+	0.5625
26384	+	0.581
26385	+	0.575
26386	+	0.573
26387	+	0.5725
26388	+	0.5415
26389	+	0.5075
26390	+	0.464
26391	+	0.4925
26392	+	0.49
26393	+	0.487
26394	+	0.4915
26395	+	0.5065
26396	+	0.556
26397	+	0.6005
26398	+	0.569
26399	+	0.5305
26400	+	0.4915
26401	+	0.487
26402	+	0.4805
26403	+	0.4735
26404	+	0.466
26405	+	0.4695
26406	+	0.512
26407	+	0.5565
26408	+	0.5985
26409	+	0.609
26410	+	0.612
26411	+	0.574
26412	+	0.5355
26413	+	0.497
26414	+	0.451
26415	+	0.405
26416	+	0.3675
26417	+	0.336
26418	+	0.3465
26419	+	0.3455
26420	+	0.383
26421	+	0.3845
26422	+	0.3885
26423	+	0.393
26424	+	0.3975
26425	+	0.4325
26426	+	0.4285
26427	+	0.384
26428	+	0.342
26429	+	0.3415
26430	+	0.3875
26431	+	0.434
26432	+	0.4805
26433	+	0.5265
26434	+	0.5725
26435	+	0.618
26436	+	0.6535
26437	+	0.651
26438	+	0.639
26439	+	0.686
26440	+	0.6955
26441	+	0.705
26442	+	0.703
26443	+	0.665
26444	+	0.627
26445	+	0.5885
26446	+	0.55
26447	+	0.596
26448	+	0.6385
26449	+	0.6775
26450	+	0.678
26451	+	0.6435
26452	+	0.615
26453	+	0.5905
26454	+	0.57
26455	+	0.5495
26456	+	0.548
26457	+	0.5835
26458	+	0.6235
26459	+	0.616
26460	+	0.6095
26461	+	0.6045
26462	+	0.611
26463	+	0.612
26464	+	0.613
26465	+	0.6125
26466	+	0.612
26467	+	0.566
26468	+	0.5235
26469	+	0.475
26470	+	0.426
26471	+	0.453
26472	+	0.474
26473	+	0.491
26474	+	0.5115
26475	+	0.532
26476	+	0.5335
26477	+	0.534
26478	+	0.4925
26479	+	0.4775
26480	+	0.4615
26481	+	0.446
26482	+	0.451
26483	+	0.4975
26484	+	0.544
26485	+	0.593
26486	+	0.642
26487	+	0.6905
26488	+	0.703
26489	+	0.718
26490	+	0.762
26491	+	0.7645
26492	+	0.732
26493	+	0.6995
26494	+	0.659
26495	+	0.61
26496	+	0.5655
26497	+	0.5215
26498	+	0.526
26499	+	0.504
26500	+	0.511
26501	+	0.5285
26502	+	0.527
26503	+	0.519
26504	+	0.504
26505	+	0.464
26506	+	0.455
26507	+	0.4495
26508	+	0.4745
26509	+	0.4945
26510	+	0.4855
26511	+	0.4725
26512	+	0.469
26513	+	0.464
26514	+	0.4645
26515	+	0.5095
26516	+	0.5535
26517	+	0.5925
26518	+	0.6305
26519	+	0.6755
26520	+	0.691
26521	+	0.695
26522	+	0.6925
26523	+	0.6525
26524	+	0.6195
26525	+	0.6105
26526	+	0.5705
26527	+	0.571
26528	+	0.577
26529	+	0.585
26530	+	0.593
26531	+	0.6115
26532	+	0.6555
26533	+	0.701
26534	+	0.733
26535	+	0.697
26536	+	0.662
26537	+	0.6665
26538	+	0.6715
26539	+	0.668
26540	+	0.668
26541	+	0.665
26542	+	0.666
26543	+	0.666
26544	+	0.667
26545	+	0.668
26546	+	0.714
26547	+	0.7165
26548	+	0.719
26549	+	0.7215
26550	+	0.722
26551	+	0.7075
26552	+	0.665
26553	+	0.6235
26554	+	0.5905
26555	+	0.5895
26556	+	0.593
26557	+	0.5615
26558	+	0.529
26559	+	0.4835
26560	+	0.4345
26561	+	0.389
26562	+	0.3825
26563	+	0.424
26564	+	0.4655
26565	+	0.508
26566	+	0.506
26567	+	0.504
26568	+	0.502
26569	+	0.5015
26570	+	0.459
26571	+	0.4235
26572	+	0.4175
26573	+	0.4135
26574	+	0.454
26575	+	0.495
26576	+	0.5285
26577	+	0.5625
26578	+	0.591
26579	+	0.633
26580	+	0.674
26581	+	0.723
26582	+	0.698
26583	+	0.6705
26584	+	0.642
26585	+	0.6125
26586	+	0.6045
26587	+	0.595
26588	+	0.5905
26589	+	0.5605
26590	+	0.559
26591	+	0.56
26592	+	0.577
26593	+	0.5915
26594	+	0.5605
26595	+	0.5555
26596	+	0.5535
26597	+	0.5345
26598	+	0.497
26599	+	0.475
26600	+	0.455
26601	+	0.4285
26602	+	0.4345
26603	+	0.4235
26604	+	0.4105
26605	+	0.3965
26606	+	0.3605
26607	+	0.354
26608	+	0.357
26609	+	0.384
26610	+	0.4265
26611	+	0.468
26612	+	0.4495
26613	+	0.431
26614	+	0.414
26615	+	0.4025
26616	+	0.389
26617	+	0.4065
26618	+	0.4475
26619	+	0.4735
26620	+	0.4985
26621	+	0.4895
26622	+	0.5025
26623	+	0.532
26624	+	0.531
26625	+	0.531
26626	+	0.531
26627	+	0.514
26628	+	0.515
26629	+	0.5225
26630	+	0.4975
26631	+	0.505
26632	+	0.5545
26633	+	0.6035
26634	+	0.653
26635	+	0.662
26636	+	0.663
26637	+	0.6165
26638	+	0.5705
26639	+	0.553
26640	+	0.5355
26641	+	0.5665
26642	+	0.579
26643	+	0.5915
26644	+	0.613
26645	+	0.6345
26646	+	0.639
26647	+	0.6325
26648	+	0.5935
26649	+	0.545
26650	+	0.5545
26651	+	0.534
26652	+	0.5225
26653	+	0.5125
26654	+	0.5015
26655	+	0.4985
26656	+	0.499
26657	+	0.527
26658	+	0.526
26659	+	0.497
26660	+	0.4695
26661	+	0.429
26662	+	0.3885
26663	+	0.348
26664	+	0.3265
26665	+	0.347
26666	+	0.3895
26667	+	0.433
26668	+	0.4765
26669	+	0.524
26670	+	0.546
26671	+	0.519
26672	+	0.4835
26673	+	0.446
26674	+	0.4095
26675	+	0.3735
26676	+	0.3885
26677	+	0.4085
26678	+	0.458
26679	+	0.5065
26680	+	0.5535
26681	+	0.5935
26682	+	0.5935
26683	+	0.593
26684	+	0.596
26685	+	0.557
26686	+	0.512
26687	+	0.495
26688	+	0.484
26689	+	0.4755
26690	+	0.467
26691	+	0.505
26692	+	0.5485
26693	+	0.593
26694	+	0.639
26695	+	0.6615
26696	+	0.6335
26697	+	0.6095
26698	+	0.602
26699	+	0.5955
26700	+	0.589
26701	+	0.5945
26702	+	0.615
26703	+	0.616
26704	+	0.618
26705	+	0.6485
26706	+	0.68
26707	+	0.6545
26708	+	0.6215
26709	+	0.603
26710	+	0.5845
26711	+	0.5905
26712	+	0.5765
26713	+	0.5415
26714	+	0.5255
26715	+	0.529
26716	+	0.5475
26717	+	0.562
26718	+	0.558
26719	+	0.538
26720	+	0.5195
26721	+	0.493
26722	+	0.4915
26723	+	0.5045
26724	+	0.54
26725	+	0.547
26726	+	0.5545
26727	+	0.5935
26728	+	0.634
26729	+	0.6125
26730	+	0.592
26731	+	0.547
26732	+	0.5165
26733	+	0.549
26734	+	0.5625
26735	+	0.5785
26736	+	0.5855
26737	+	0.5945
26738	+	0.5795
26739	+	0.5815
26740	+	0.578
26741	+	0.575
26742	+	0.571
26743	+	0.5675
26744	+	0.569
26745	+	0.573
26746	+	0.562
26747	+	0.551
26748	+	0.5345
26749	+	0.553
26750	+	0.584
26751	+	0.616
26752	+	0.6495
26753	+	0.642
26754	+	0.629
26755	+	0.616
26756	+	0.612
26757	+	0.603
26758	+	0.598
26759	+	0.5845
26760	+	0.6035
26761	+	0.622
26762	+	0.64
26763	+	0.6645
26764	+	0.624
26765	+	0.585
26766	+	0.5695
26767	+	0.5835
26768	+	0.6045
26769	+	0.635
26770	+	0.6515
26771	+	0.627
26772	+	0.6365
26773	+	0.6455
26774	+	0.6535
26775	+	0.625
26776	+	0.63
26777	+	0.6395
26778	+	0.6705
26779	+	0.7085
26780	+	0.716
26781	+	0.677
26782	+	0.643
26783	+	0.611
26784	+	0.6575
26785	+	0.7015
26786	+	0.7295
26787	+	0.7245
26788	+	0.7175
26789	+	0.6695
26790	+	0.661
26791	+	0.6925
26792	+	0.688
26793	+	0.643
26794	+	0.602
26795	+	0.6375
26796	+	0.6275
26797	+	0.614
26798	+	0.5955
26799	+	0.548
26800	+	0.5025
26801	+	0.5025
26802	+	0.5025
26803	+	0.4995
26804	+	0.4805
26805	+	0.4705
26806	+	0.4675
26807	+	0.462
26808	+	0.432
26809	+	0.4445
26810	+	0.418
26811	+	0.39
26812	+	0.3615
26813	+	0.4105
26814	+	0.46
26815	+	0.4705
26816	+	0.4695
26817	+	0.4465
26818	+	0.4275
26819	+	0.4355
26820	+	0.4385
26821	+	0.4865
26822	+	0.531
26823	+	0.571
26824	+	0.588
26825	+	0.5585
26826	+	0.5345
26827	+	0.5085
26828	+	0.515
26829	+	0.526
26830	+	0.5365
26831	+	0.5575
26832	+	0.5925
26833	+	0.589
26834	+	0.581
26835	+	0.566
26836	+	0.542
26837	+	0.5425
26838	+	0.549
26839	+	0.557
26840	+	0.562
26841	+	0.5175
26842	+	0.474
26843	+	0.436
26844	+	0.3965
26845	+	0.415
26846	+	0.434
26847	+	0.455
26848	+	0.467
26849	+	0.4495
26850	+	0.4325
26851	+	0.4065
26852	+	0.36
26853	+	0.322
26854	+	0.288
26855	+	0.2615
26856	+	0.278
26857	+	0.2875
26858	+	0.292
26859	+	0.2975
26860	+	0.2885
26861	+	0.285
26862	+	0.2805
26863	+	0.2745
26864	+	0.268
26865	+	0.241
26866	+	0.208
26867	+	0.2245
26868	+	0.241
26869	+	0.283
26870	+	0.325
26871	+	0.3655
26872	+	0.4135
26873	+	0.4105
26874	+	0.4045
26875	+	0.3985
26876	+	0.37
26877	+	0.3505
26878	+	0.377
26879	+	0.404
26880	+	0.4535
26881	+	0.5015
26882	+	0.549
26883	+	0.591
26884	+	0.591
26885	+	0.5895
26886	+	0.5975
26887	+	0.5625
26888	+	0.529
26889	+	0.518
26890	+	0.5075
26891	+	0.4945
26892	+	0.4655
26893	+	0.476
26894	+	0.4935
26895	+	0.5155
26896	+	0.5475
26897	+	0.5615
26898	+	0.549
26899	+	0.547
26900	+	0.5445
26901	+	0.537
26902	+	0.5305
26903	+	0.5045
26904	+	0.52
26905	+	0.5365
26906	+	0.547
26907	+	0.5535
26908	+	0.5695
26909	+	0.5575
26910	+	0.567
26911	+	0.5805
26912	+	0.6105
26913	+	0.596
26914	+	0.5785
26915	+	0.5855
26916	+	0.572
26917	+	0.567
26918	+	0.565
26919	+	0.552
26920	+	0.536
26921	+	0.5265
26922	+	0.5255
26923	+	0.555
26924	+	0.5855
26925	+	0.6175
26926	+	0.647
26927	+	0.676
26928	+	0.6525
26929	+	0.6305
26930	+	0.6285
26931	+	0.6235
26932	+	0.622
26933	+	0.6265
26934	+	0.672
26935	+	0.685
26936	+	0.709
26937	+	0.704
26938	+	0.674
26939	+	0.644
26940	+	0.622
26941	+	0.5995
26942	+	0.609
26943	+	0.6085
26944	+	0.6035
26945	+	0.595
26946	+	0.5855
26947	+	0.578
26948	+	0.612
26949	+	0.6515
26950	+	0.646
26951	+	0.644
26952	+	0.638
26953	+	0.639
26954	+	0.623
26955	+	0.6105
26956	+	0.611
26957	+	0.6415
26958	+	0.6825
26959	+	0.7
26960	+	0.7395
26961	+	0.7595
26962	+	0.732
26963	+	0.709
26964	+	0.69
26965	+	0.6785
26966	+	0.647
26967	+	0.6095
26968	+	0.607
26969	+	0.597
26970	+	0.5935
26971	+	0.593
26972	+	0.5975
26973	+	0.6175
26974	+	0.6155
26975	+	0.5945
26976	+	0.5935
26977	+	0.599
26978	+	0.5595
26979	+	0.583
26980	+	0.577
26981	+	0.583
26982	+	0.5955
26983	+	0.5735
26984	+	0.5515
26985	+	0.556
26986	+	0.5835
26987	+	0.5835
26988	+	0.586
26989	+	0.5925
26990	+	0.6
26991	+	0.565
26992	+	0.5285
26993	+	0.512
26994	+	0.4925
26995	+	0.493
26996	+	0.489
26997	+	0.4855
26998	+	0.519
26999	+	0.4735
27000	+	0.431
27001	+	0.403
27002	+	0.4095
27003	+	0.444
27004	+	0.444
27005	+	0.411
27006	+	0.417
27007	+	0.455
27008	+	0.456
27009	+	0.46
27010	+	0.431
27011	+	0.457
27012	+	0.481
27013	+	0.4965
27014	+	0.5125
27015	+	0.5305
27016	+	0.5195
27017	+	0.509
27018	+	0.5025
27019	+	0.5355
27020	+	0.5595
27021	+	0.5565
27022	+	0.525
27023	+	0.531
27024	+	0.5725
27025	+	0.6135
27026	+	0.6115
27027	+	0.5695
27028	+	0.567
27029	+	0.561
27030	+	0.5835
27031	+	0.591
27032	+	0.6
27033	+	0.6175
27034	+	0.595
27035	+	0.5695
27036	+	0.544
27037	+	0.515
27038	+	0.482
27039	+	0.449
27040	+	0.425
27041	+	0.4215
27042	+	0.412
27043	+	0.373
27044	+	0.334
27045	+	0.302
27046	+	0.3095
27047	+	0.3555
27048	+	0.3615
27049	+	0.368
27050	+	0.378
27051	+	0.387
27052	+	0.386
27053	+	0.3805
27054	+	0.4145
27055	+	0.447
27056	+	0.4495
27057	+	0.463
27058	+	0.4775
27059	+	0.49
27060	+	0.54
27061	+	0.59
27062	+	0.638
27063	+	0.6855
27064	+	0.732
27065	+	0.7725
27066	+	0.7745
27067	+	0.777
27068	+	0.777
27069	+	0.7515
27070	+	0.7225
27071	+	0.718
27072	+	0.7205
27073	+	0.7245
27074	+	0.707
27075	+	0.6955
27076	+	0.7135
27077	+	0.7235
27078	+	0.7475
27079	+	0.7725
27080	+	0.7545
27081	+	0.7345
27082	+	0.716
27083	+	0.7015
27084	+	0.697
27085	+	0.6855
27086	+	0.677
27087	+	0.656
27088	+	0.643
27089	+	0.657
27090	+	0.648
27091	+	0.6105
27092	+	0.595
27093	+	0.598
27094	+	0.624
27095	+	0.6285
27096	+	0.6545
27097	+	0.681
27098	+	0.6925
27099	+	0.7
27100	+	0.7
27101	+	0.674
27102	+	0.6785
27103	+	0.6755
27104	+	0.6625
27105	+	0.6245
27106	+	0.6275
27107	+	0.644
27108	+	0.6565
27109	+	0.667
27110	+	0.6565
27111	+	0.6635
27112	+	0.6485
27113	+	0.618
27114	+	0.5725
27115	+	0.544
27116	+	0.4945
27117	+	0.4445
27118	+	0.3945
27119	+	0.3495
27120	+	0.3175
27121	+	0.3135
27122	+	0.2795
27123	+	0.248
27124	+	0.2205
27125	+	0.2245
27126	+	0.1845
27127	+	0.1405
27128	+	0.131
27129	+	0.095
27130	+	0.136
27131	+	0.1595
27132	+	0.179
27133	+	0.1675
27134	+	0.2
27135	+	0.2365
27136	+	0.269
27137	+	0.275
27138	+	0.3085
27139	+	0.342
27140	+	0.3815
27141	+	0.431
27142	+	0.48
27143	+	0.5055
27144	+	0.5295
27145	+	0.555
27146	+	0.5995
27147	+	0.6235
27148	+	0.608
27149	+	0.6055
27150	+	0.57
27151	+	0.5695
27152	+	0.573
27153	+	0.6055
27154	+	0.602
27155	+	0.6015
27156	+	0.6125
27157	+	0.641
27158	+	0.64
27159	+	0.6415
27160	+	0.6505
27161	+	0.6455
27162	+	0.6435
27163	+	0.642
27164	+	0.642
27165	+	0.6225
27166	+	0.577
27167	+	0.5615
27168	+	0.576
27169	+	0.6025
27170	+	0.6385
27171	+	0.639
