start	strand	offtarget_rate	offtargets
21009	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21010	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21011	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21012	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21013	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21014	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
21015	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21016	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21017	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21018	+	0.161290322580645	SARS,parechovirus,adenovirus,p_jirovecii,c_albicans
21019	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21020	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21021	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
21022	+	0.193548387096774	huCoV_229E,SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
21023	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
21024	+	0.193548387096774	SARS,parainfluenza_3,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
21025	+	0.258064516129032	SARS,huCoV_NL63,MERS,parainfluenza_3,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
21026	+	0.258064516129032	SARS,huCoV_NL63,MERS,parainfluenza_3,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
21027	+	0.193548387096774	SARS,parainfluenza_3,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
21028	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21029	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21030	+	0.193548387096774	SARS,MERS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
21031	+	0.193548387096774	SARS,MERS,adenovirus,s_pneumoniae,p_jirovecii,c_albicans
21032	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
21033	+	0.193548387096774	SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21034	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21035	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21036	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21037	+	0.193548387096774	SARS,huCoV_NL63,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21038	+	0.193548387096774	SARS,huCoV_NL63,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21039	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21040	+	0.129032258064516	SARS,huCoV_OC43,adenovirus,c_albicans
21041	+	0.129032258064516	SARS,huCoV_OC43,adenovirus,c_albicans
21042	+	0.0967741935483871	SARS,huCoV_OC43,p_jirovecii
21043	+	0.0967741935483871	SARS,huCoV_OC43,p_jirovecii
21044	+	0.0967741935483871	SARS,huCoV_OC43,p_jirovecii
21045	+	0.193548387096774	huCoV_229E,SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21046	+	0.161290322580645	huCoV_229E,SARS,huCoV_OC43,p_jirovecii,s_salivarius
21047	+	0.0967741935483871	SARS,huCoV_OC43,p_jirovecii
21048	+	0.0645161290322581	SARS,huCoV_OC43
21049	+	0.161290322580645	SARS,huCoV_OC43,MERS,adenovirus,c_albicans
21050	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21051	+	0.193548387096774	SARS,huCoV_OC43,adenovirus,m_tuberculosis,p_jirovecii,c_albicans
21052	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21053	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21054	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21055	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
21056	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21057	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21058	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
21059	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
21060	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21061	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21062	+	0.193548387096774	huCoV_229E,SARS,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
21063	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21064	+	0.193548387096774	huCoV_229E,SARS,parechovirus,adenovirus,p_jirovecii,c_albicans
21065	+	0.193548387096774	huCoV_229E,SARS,parechovirus,adenovirus,p_jirovecii,c_albicans
21066	+	0.258064516129032	huCoV_229E,SARS,huCoV_NL63,huCoV_HKU1,hMPV,adenovirus,p_jirovecii,c_albicans
21067	+	0.32258064516129	huCoV_229E,SARS,huCoV_NL63,huCoV_OC43,parechovirus,hMPV,parainfluenza_1,adenovirus,p_jirovecii,c_albicans
21068	+	0.225806451612903	huCoV_229E,SARS,huCoV_NL63,parainfluenza_1,adenovirus,p_jirovecii,c_albicans
21069	+	0.193548387096774	huCoV_229E,SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21070	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21071	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21072	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21073	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21074	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21075	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
21076	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
21077	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
21078	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21079	+	0.193548387096774	SARS,huCoV_NL63,parechovirus,adenovirus,p_jirovecii,c_albicans
21080	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21081	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21082	+	0.225806451612903	huCoV_229E,SARS,huCoV_NL63,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
21083	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21084	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21085	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21086	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21087	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21088	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21089	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21090	+	0.193548387096774	huCoV_229E,SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21091	+	0.193548387096774	huCoV_229E,SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21092	+	0.193548387096774	huCoV_229E,SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21093	+	0.258064516129032	huCoV_229E,SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21094	+	0.258064516129032	huCoV_229E,SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21095	+	0.258064516129032	huCoV_229E,SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21096	+	0.225806451612903	huCoV_229E,SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21097	+	0.225806451612903	huCoV_229E,SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21098	+	0.193548387096774	huCoV_229E,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21099	+	0.193548387096774	huCoV_229E,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21100	+	0.258064516129032	huCoV_229E,SARS,huCoV_OC43,huCoV_HKU1,parainfluenza_1,adenovirus,p_jirovecii,c_albicans
21101	+	0.258064516129032	huCoV_229E,SARS,huCoV_OC43,huCoV_HKU1,parainfluenza_1,adenovirus,p_jirovecii,c_albicans
21102	+	0.258064516129032	huCoV_229E,SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21103	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21104	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21105	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21106	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21107	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21108	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21109	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21110	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21111	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21112	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21113	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21114	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21115	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21116	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
21117	+	0.193548387096774	SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21118	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21119	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21120	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21121	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21122	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21123	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21124	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21125	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21126	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21127	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21128	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21129	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21130	+	0.129032258064516	influenza_A,adenovirus,p_jirovecii,c_albicans
21131	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21132	+	0.032258064516129	p_jirovecii
21133	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21134	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
21135	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21136	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
21137	+	0.0645161290322581	adenovirus,c_albicans
21138	+	0.0645161290322581	adenovirus,c_albicans
21139	+	0.129032258064516	MERS,adenovirus,p_jirovecii,c_albicans
21140	+	0.0645161290322581	adenovirus,c_albicans
21141	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21142	+	0.032258064516129	MERS
21143	+	0.0645161290322581	MERS,p_jirovecii
21144	+	0.129032258064516	MERS,adenovirus,p_jirovecii,c_albicans
21145	+	0.129032258064516	MERS,adenovirus,p_jirovecii,c_albicans
21146	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21147	+	0.0645161290322581	adenovirus,c_albicans
21148	+	0.0967741935483871	huCoV_229E,adenovirus,c_albicans
21149	+	0.0645161290322581	adenovirus,c_albicans
21150	+	0.0645161290322581	adenovirus,c_albicans
21151	+	0.0967741935483871	SARS,adenovirus,c_albicans
21152	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21153	+	0.161290322580645	SARS,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
21154	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
21155	+	0.193548387096774	SARS,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21156	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21157	+	0.258064516129032	SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21158	+	0.258064516129032	SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21159	+	0.193548387096774	SARS,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21160	+	0.225806451612903	SARS,huCoV_NL63,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21161	+	0.258064516129032	huCoV_229E,SARS,huCoV_NL63,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21162	+	0.193548387096774	SARS,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21163	+	0.193548387096774	SARS,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21164	+	0.193548387096774	SARS,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21165	+	0.193548387096774	SARS,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21166	+	0.225806451612903	SARS,huCoV_NL63,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21167	+	0.225806451612903	SARS,huCoV_NL63,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21168	+	0.225806451612903	SARS,huCoV_NL63,huCoV_OC43,MERS,adenovirus,p_jirovecii,c_albicans
21169	+	0.258064516129032	SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21170	+	0.258064516129032	SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21171	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21172	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21173	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21174	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21175	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21176	+	0.193548387096774	SARS,huCoV_HKU1,parechovirus,adenovirus,p_jirovecii,c_albicans
21177	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21178	+	0.225806451612903	SARS,huCoV_HKU1,resp_syncytial_A,adenovirus,c_pneumoniae,p_jirovecii,c_albicans
21179	+	0.193548387096774	SARS,huCoV_HKU1,adenovirus,c_pneumoniae,p_jirovecii,c_albicans
21180	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21181	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21182	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21183	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,s_pyogenes,p_jirovecii,c_albicans
21184	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,s_pyogenes,p_jirovecii,c_albicans
21185	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,s_pyogenes,p_jirovecii,c_albicans
21186	+	0.193548387096774	SARS,huCoV_HKU1,adenovirus,s_pyogenes,p_jirovecii,c_albicans
21187	+	0.193548387096774	SARS,huCoV_HKU1,adenovirus,s_pyogenes,p_jirovecii,c_albicans
21188	+	0.193548387096774	SARS,MERS,adenovirus,s_pyogenes,p_jirovecii,c_albicans
21189	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
21190	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21191	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21192	+	0.193548387096774	SARS,MERS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21193	+	0.193548387096774	SARS,MERS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21194	+	0.193548387096774	SARS,MERS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21195	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21196	+	0.193548387096774	SARS,MERS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21197	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21198	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21199	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21200	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21201	+	0	
21202	+	0.032258064516129	SARS
21203	+	0.0967741935483871	SARS,adenovirus,c_albicans
21204	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21205	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21206	+	0.0967741935483871	SARS,adenovirus,c_albicans
21207	+	0.0967741935483871	SARS,adenovirus,c_albicans
21208	+	0.129032258064516	SARS,MERS,adenovirus,c_albicans
21209	+	0.129032258064516	SARS,MERS,adenovirus,c_albicans
21210	+	0.0645161290322581	SARS,MERS
21211	+	0.0967741935483871	SARS,huCoV_OC43,MERS
21212	+	0.0967741935483871	SARS,adenovirus,c_albicans
21213	+	0.032258064516129	SARS
21214	+	0.032258064516129	SARS
21215	+	0.0967741935483871	SARS,adenovirus,c_albicans
21216	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21217	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21218	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21219	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21220	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21221	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21222	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21223	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21224	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21225	+	0.0967741935483871	SARS,adenovirus,c_albicans
21226	+	0.193548387096774	SARS,huCoV_HKU1,parainfluenza_1,adenovirus,p_jirovecii,c_albicans
21227	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21228	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21229	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21230	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21231	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21232	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
21233	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21234	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21235	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21236	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21237	+	0.193548387096774	SARS,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21238	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21239	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21240	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21241	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21242	+	0.193548387096774	huCoV_229E,SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21243	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21244	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21245	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21246	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21247	+	0.225806451612903	huCoV_229E,SARS,MERS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21248	+	0.225806451612903	huCoV_229E,SARS,MERS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
21249	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21250	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21251	+	0.225806451612903	huCoV_229E,SARS,MERS,parechovirus,adenovirus,p_jirovecii,c_albicans
21252	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21253	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21254	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21255	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21256	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
21257	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21258	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21259	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21260	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21261	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21262	+	0.193548387096774	SARS,huCoV_NL63,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21263	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21264	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21265	+	0.193548387096774	SARS,huCoV_OC43,hMPV,adenovirus,p_jirovecii,c_albicans
21266	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,hMPV,adenovirus,p_jirovecii,c_albicans
21267	+	0.193548387096774	SARS,huCoV_OC43,hMPV,adenovirus,p_jirovecii,c_albicans
21268	+	0.193548387096774	SARS,huCoV_OC43,hMPV,adenovirus,p_jirovecii,c_albicans
21269	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21270	+	0.193548387096774	SARS,huCoV_NL63,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21271	+	0.193548387096774	SARS,huCoV_NL63,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21272	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21273	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
21274	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21275	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21276	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21277	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21278	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21279	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21280	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21281	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21282	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21283	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21284	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
21285	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
21286	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21287	+	0.129032258064516	huCoV_229E,adenovirus,p_jirovecii,c_albicans
21288	+	0.0967741935483871	influenza_A,adenovirus,c_albicans
21289	+	0.0967741935483871	influenza_A,adenovirus,c_albicans
21290	+	0.0967741935483871	influenza_A,adenovirus,c_albicans
21291	+	0	
21292	+	0	
21293	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21294	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21295	+	0.0645161290322581	adenovirus,c_albicans
21296	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21297	+	0.129032258064516	adenovirus,l_pneumophila,p_jirovecii,c_albicans
21298	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
21299	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21300	+	0.0645161290322581	adenovirus,c_albicans
21301	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21302	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21303	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
21304	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21305	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21306	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21307	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21308	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21309	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
21310	+	0.193548387096774	SARS,huCoV_HKU1,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
21311	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
21312	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21313	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,MERS,adenovirus,p_jirovecii,c_albicans
21314	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21315	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21316	+	0.161290322580645	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,c_albicans
21317	+	0.225806451612903	SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21318	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
21319	+	0.193548387096774	SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
